itemID,name_food,link_food,link_image_food,avg_rating
732,Honey Butter,https://www.food.com/recipe/honey-butter-17086,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/08/6/picnkv5t1.jpg",4.62
733,Fried Cabbage,https://www.food.com/recipe/fried-cabbage-17107,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/10/7/MxMxJybgQcmN4YPbAamw_cabbage22.jpg",4.61
734,Chewy Delicious Chocolate Chip Cookies,https://www.food.com/recipe/chewy-delicious-chocolate-chip-cookies-17113,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/11/3/picpTmBuB.jpg",3.85
735,Zucchini Bread,https://www.food.com/recipe/zucchini-bread-17123,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/12/3/Wm1yURrGSHuLULiB8wBF_untitled-7278.jpg",4.68
736,Quick Spanish Rice,https://www.food.com/recipe/quick-spanish-rice-17126,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/12/6/picgz7Npe.jpg",4.43
737,Crock Pot Jambalaya,https://www.food.com/recipe/crock-pot-jambalaya-17134,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/13/4/n14Z46bYSliWjz3YePuG_CROCK_POT_JAMBALAYA_053.jpg",4.65
738,Crock Pot Stifado,https://www.food.com/recipe/crock-pot-stifado-17181,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/18/1/pic1Hvoi7.jpg",4.48
739,Patti Labelle's Macaroni and Cheese,https://www.food.com/recipe/patti-labelles-macaroni-and-cheese-17186,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/18/6/1Q4706NgT3Ln9S9EdOxX_0S9A3097.jpg",4.23
740,Crock Pot Rustic Lamb Stew,https://www.food.com/recipe/crock-pot-rustic-lamb-stew-17210,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/21/0/oPUebT59Q2aZdv49Sp3Q_0S9A6871.jpg",4.8
741,Easy Ham Carbonara,https://www.food.com/recipe/easy-ham-carbonara-17225,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/22/5/D0A9dit9RTaEV3PsDIgD_DSC_6639.jpg",4.68
742,Buttery Farm Biscuits,https://www.food.com/recipe/buttery-farm-biscuits-17227,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/22/7/picmhVqHW.jpg",4.59
743,Cinnabons - Cinnamon Buns From Heaven,https://www.food.com/recipe/cinnabons-cinnamon-buns-from-heaven-17232,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/23/2/paSmx61cSyzxhemygqZv_CR%205%20-%20final_2.png",5.0
744,Breaded Ranch or Ranchero Chicken,https://www.food.com/recipe/breaded-ranch-or-ranchero-chicken-17251,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/25/1/eSDoZHjuTZe8asUOcjYq_CHICKEN2%20(1%20of%201).jpg",4.89
745,Individual Mini Cherry Cheesecakes,https://www.food.com/recipe/individual-mini-cherry-cheesecakes-17253,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/25/3/bM6KA8qIRyFdTos04UlZ_INDIVIDUAL_MINI_CHERRY_CHEESECAKES_004.jpg",4.91
746,Sweet Pickled Banana Peppers,https://www.food.com/recipe/sweet-pickled-banana-peppers-17254,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/25/4/picX6GBJJ.jpg",4.89
747,Low-Carb Cheesecake,https://www.food.com/recipe/low-carb-cheesecake-17263,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/26/3/oxEH5HfDSvWvCKfveeNP_cheesecake.jpg",3.9
748,Cucumber-Zucchini Salad,https://www.food.com/recipe/cucumber-zucchini-salad-172804,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/28/04/picAfdP4U.jpg",4.91
749,No-Flour Cornbread,https://www.food.com/recipe/no-flour-cornbread-173017,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/30/17/4wmvafQTEWuZNiqUj3i0_greenbeans-1335.jpg",5.0
750,Quiche Lorraine,https://www.food.com/recipe/quiche-lorraine-17307,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/30/7/noToYtdPSb2NdpI8BxZH_Quiche1.jpg",4.5
751,Hot Fudge Sauce - Microwave,https://www.food.com/recipe/hot-fudge-sauce-microwave-17309,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/30/9/picadd3zp.jpg",4.28
752,Fresh Peach Cobbler (Or Berry Cobbler),https://www.food.com/recipe/fresh-peach-cobbler-or-berry-cobbler-17316,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/31/6/wXGOEAnxSEi9vX0K30Mz_peach-cobbler-5.jpg",4.65
753,The Best (No Kidding) Buttermilk Pancakes,https://www.food.com/recipe/the-best-no-kidding-buttermilk-pancakes-173284,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/32/84/y1wT2p9fSEuHYMhoih4J_IMG_1906.JPG",4.87
754,Crushed Saltine Meatloaf,https://www.food.com/recipe/meatloaf-17344,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/34/4/picSwkczu.jpg",4.77
755,Copycat Cinnabon Rolls With Icing,https://www.food.com/recipe/copycat-cinnabon-rolls-with-icing-17359,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/35/9/picW0JFol.jpg",4.72
756,Meatloaf Barbecue Style,https://www.food.com/recipe/meatloaf-barbecue-style-17394,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/39/4/picIdSBxK.jpg",4.65
757,Sauteed Garlic Broccoli - Spicy,https://www.food.com/recipe/sauteed-garlic-broccoli-spicy-17398,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/39/8/pict0C62q.jpg",4.61
758,Island Pork Tenderloin (Optional Salad),https://www.food.com/recipe/island-pork-tenderloin-optional-salad-174041,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/40/41/pickYfoSp.jpg",4.66
759,Channa Masala,https://www.food.com/recipe/channa-masala-17471,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/47/1/kz8s6ZWLR4K4O10PGJ8g_0S9A4013.jpg",4.48
760,Cottage Cheese-Banana Breakfast Delite,https://www.food.com/recipe/cottage-cheese-banana-breakfast-delite-17475,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/47/5/picbma8rw.jpg",4.55
761,Amanda's Thai Peanut,https://www.food.com/recipe/amandas-thai-peanut-175230,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/52/30/picAEm9HX.jpg",4.31
762,Grilled Pork Chops Marinade,https://www.food.com/recipe/grilled-pork-chops-marinade-175264,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/52/64/4GBZhjl7TrCYXbIzrunR-127-grilled-pork-chops.jpg",4.93
763,Triple Fudge Brownies,https://www.food.com/recipe/triple-fudge-brownies-17582,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/58/2/1I3ghKhmRGwFTyqgnCIS_0S9A2538.jpg",4.8
764,Easiest Beef Enchiladas Ever!,https://www.food.com/recipe/easiest-beef-enchiladas-ever-17586,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/58/6/hjuXBQdpR2C6vHFLuDva_0S9A9424.jpg",4.7
765,Italian Love Cake,https://www.food.com/recipe/italian-love-cake-17588,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/58/8/DubjtuVBRD88MkqPFfcW_Italian%20love%20cake%2017588-7.jpg",4.55
766,Sheila's Best Balsamic Dressing,https://www.food.com/recipe/sheilas-best-balsamic-dressing-176016,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/60/16/yRD24XVWTB2WriuO1ext_BBV%206%20-%20final_4.jpg",4.81
767,Cherry Cookies,https://www.food.com/recipe/cherry-cookies-17615,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/61/5/8GU3DsjnSV2KVYmgDi4M_cherry%20cookies.jpg",4.38
768,"Spicy Baked Sweet Potato ""fries""",https://www.food.com/recipe/spicy-baked-sweet-potato-quot-fries-quot-176192,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/61/92/I0jumOzRTupDUVKJNikg_fries-2.jpg",4.55
769,Oven-Baked Coconut Shrimp (Low-Fat),https://www.food.com/recipe/oven-baked-coconut-shrimp-low-fat-176403,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/64/03/SdaI1vQcqamP469AzE0Q_IMG_6953.jpg",4.88
770,Best Lemon Blueberry Bundt Cake,https://www.food.com/recipe/best-lemon-blueberry-bundt-cake-176927,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/69/27/picVuvvWp.jpg",4.62
771,Alton Brown's Baked Brown Rice,https://www.food.com/recipe/alton-browns-baked-brown-rice-177017,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/70/17/picP8sh7Y.jpg",4.92
772,Eggless Banana Bread,https://www.food.com/recipe/eggless-banana-bread-177031,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/70/31/picpqAome.jpg",4.17
773,Old-fashioned Linguine with White Clam Sauce,https://www.food.com/recipe/old-fashioned-linguine-with-white-clam-sauce-17722,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/72/2/xHdgT8fgRejpwFup46Jg_0S9A3095.jpg",4.32
774,Pineapple Meatballs,https://www.food.com/recipe/pineapple-meatballs-17724,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/72/4/n7S3XvQeRdmyz8JYj5Ua_Pine%20Meatballs%20SITE-2.jpg",4.22
775,Oven-Roasted Corn on the Cob,https://www.food.com/recipe/oven-roasted-corn-on-the-cob-177558,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/75/58/6ZE33WTMTBm2cqHZmVon_0S9A6857.jpg",4.92
776,You've Got to Be Kidding Me Restaurant Rolls (or Bread),https://www.food.com/recipe/youve-got-to-be-kidding-me-restaurant-rolls-or-bread-17764,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/76/4/picFOCc6T.jpg",4.86
777,Mrs. Knobbes Gooey Butter Cake,https://www.food.com/recipe/mrs-knobbes-gooey-butter-cake-17776,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/77/6/aujsGXflS8CG9ApjIXaT_gooey-butter-cake-2.jpg",4.27
778,Okra Patties,https://www.food.com/recipe/okra-patties-17778,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/77/8/y1xNMghOS1yGGBuTvYVh_Okra%20fritters.JPG",4.35
779,Simple Vanilla Cupcakes,https://www.food.com/recipe/simple-vanilla-cupcakes-178370,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/83/70/cQuIKCJlRcG9XvveN6VK_DSC00335.jpg",5.0
780,Ice Cream Cone Cupcakes,https://www.food.com/recipe/ice-cream-cone-cupcakes-17865,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/86/5/xutnRnbTpfBClht4DZmg_DSC03145-2.jpg",4.58
781,The Best Bowl of Chili I've Ever Had...,https://www.food.com/recipe/the-best-bowl-of-chili-ive-ever-had-178865,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/88/65/TB3SbmeZRdy7teEytGDE_DSC_0619.jpg",4.4
782,Crock Pot Super Garlic Chicken Legs,https://www.food.com/recipe/crock-pot-super-garlic-chicken-legs-179050,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/90/50/qdbjOZ2SkK3PvOca8jIw_IMG_0224.JPG",3.95
783,Chicken Cordon Bleu Casserole,https://www.food.com/recipe/chicken-cordon-bleu-casserole-17917,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/91/7/mawTmAQTQqqrlcoAFyHr_chicken-cordon-bleu-casserole-1894.jpg",4.37
784,Olive Garden Chicken Scampi Yummy! - Copycat,https://www.food.com/recipe/olive-garden-chicken-scampi-yummy-copycat-179336,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/93/36/Fn4hfc69SaOvShRdQPtz_copycat-olive-garden-chicken-scampi-9428.jpg",3.95
785,Lobster Bisque,https://www.food.com/recipe/lobster-bisque-179384,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/93/84/picIHL5Fh.jpg",4.73
786,Flourless Peanut Butter Cookies,https://www.food.com/recipe/flourless-peanut-butter-cookies-17943,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/94/3/MufmlxfwRG6joErzi1cg_flourless_pb_cookies17943_1.jpg",4.71
787,Mexican Lasagna,https://www.food.com/recipe/mexican-lasagna-17954,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/95/4/8RZymUZdRU6ndwZVnwCK_mexican lasagna-3.jpg",4.64
788,"Chicken Breast Stuffed With Feta Cheese, Sun-Dried Tomato",https://www.food.com/recipe/chicken-breast-stuffed-with-feta-cheese-sun-dried-tomato-17962,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/96/2/e42AvxbyQIqpeOFGKDgv_0S9A5338.jpg",4.62
789,Lemon Squares,https://www.food.com/recipe/lemon-squares-17964,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/96/4/picoA1yVG.jpg",4.8
790,Arabian Pita Bread,https://www.food.com/recipe/arabian-pita-bread-17977,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/97/7/picuUrA0O.jpg",4.67
791,Sauteed Salmon,https://www.food.com/recipe/sauteed-salmon-17978,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/97/8/piczQ2Wwi.jpg",4.78
792,Quick Butternut Squash Soup,https://www.food.com/recipe/quick-butternut-squash-soup-17987,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/98/7/znRaTaX8RnedD1igvyYm_BUTTERNUTSOUP2%20(1%20of%201).jpg",4.57
793,Mexican Black Beans,https://www.food.com/recipe/mexican-black-beans-179877,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/98/77/piccH4VHt.jpg",4.5
794,Beef Tips,https://www.food.com/recipe/beef-tips-17990,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/99/0/5xlpyAPOSxGdaqmTLZ0o_BT%205%20-%20final_3.jpg",4.6
795,Jewelry Cleaner,https://www.food.com/recipe/jewelry-cleaner-180133,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/01/33/picufj5dm.jpg",4.96
796,Spiced Pumpkin Bread,https://www.food.com/recipe/spiced-pumpkin-bread-18014,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/01/4/picx8pMC6.jpg",4.86
797,Gluten Free French Bread,https://www.food.com/recipe/gluten-free-french-bread-180306,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/03/06/picEoGxCO.jpg",4.15
798,Tender Roast Loin Of Pork,https://www.food.com/recipe/tender-roast-loin-of-pork-18039,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/03/9/pic6F3N0g.jpg",4.33
799,Crock Pot Pork Roast and Mushrooms,https://www.food.com/recipe/crock-pot-pork-roast-and-mushrooms-18058,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/05/8/9RT9vZzQ7GdMuFAcxehg_IMG_4092%20mushroom%20pork%20roast.jpg",4.84
800,100% Whole Grain Wheat Bread,https://www.food.com/recipe/100-whole-grain-wheat-bread-181106,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/11/06/KxEIRSRa66qPOHzsDcvw_20210420_153027.jpg",5.0
801,Amy Sedaris's Vanilla Cupcakes,https://www.food.com/recipe/amy-sedariss-vanilla-cupcakes-181181,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/11/81/b2rP3maRTyUIelZrmu3A_10156522485566213.jpg",4.44
802,Cilantro Chicken,https://www.food.com/recipe/cilantro-chicken-181195,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/11/95/CCFcpZ9T0q6ZfmSwvMZf_cilantro chicken SITE-2.jpg",4.74
803,Sour Cream Coffee Cake,https://www.food.com/recipe/sour-cream-coffee-cake-18124,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/12/4/FtbO7UcQUCHBoXsxsugy_AD1C7FFC-918F-4CE7-890B-8A39AF93BCD2.jpeg",4.45
804,Low-Fat Carrot Cake Muffins (That Don't Taste Low-Fat!),https://www.food.com/recipe/low-fat-carrot-cake-muffins-that-dont-taste-low-fat-181385,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/13/85/prsqqT1mTD6YvIf9AsyC_DSC00457.jpg",4.6
805,Easy Chicken Chow Mein,https://www.food.com/recipe/easy-chicken-chow-mein-18147,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/14/7/8pjCmTkQmunSj7iIvCic_D3147412-55E8-4CF7-B0C1-9E14FC712213.jpeg",4.55
806,Healthy Substitute for Cream of Chicken Soup,https://www.food.com/recipe/healthy-substitute-for-cream-of-chicken-soup-18157,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/15/7/pic9Jnosz.jpg",4.64
807,Crock Pot Pork Chops,https://www.food.com/recipe/crock-pot-pork-chops-181770,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/17/70/picuSFW9d.jpg",4.61
808,Quick n Easy Quiche Crust,https://www.food.com/recipe/quick-n-easy-quiche-crust-18185,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/18/5/bMCDSU39SMi84AmiFM05_IMG_20210721_122415758.jpg",4.6
809,The Clockmaker's Caramel Coated Popcorn (A Haunted Recipe),https://www.food.com/recipe/the-clockmakers-caramel-coated-popcorn-a-haunted-recipe-181870,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/18/70/e9EvVfKuQOG8TkncHvLJ_10157171698018927.jpg",4.89
810,Easy Chocolate Chip Oatmeal Cookies,https://www.food.com/recipe/easy-chocolate-chip-oatmeal-cookies-18216,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/21/6/01497868019.jpeg",4.58
811,"Honey Glazed ""dump"" Chicken",https://www.food.com/recipe/honey-glazed-dump-chicken-182162,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/21/62/picz1jk8m.jpg",4.3
812,Crock Pot Rotisserie Chicken,https://www.food.com/recipe/crock-pot-rotisserie-chicken-182629,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/26/29/u6CxCQl4ThpGSnlebEAP_DSC00201.jpg",4.37
813,40 Minute Hamburger Buns,https://www.food.com/recipe/40-minute-hamburger-buns-183081,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/30/81/fWpzj34KSy4WPTtuyLYg_hamburger buns SITE-3.jpg",4.68
814,Real English Fish and Chips With Yorkshire Beer Batter,https://www.food.com/recipe/real-english-fish-and-chips-with-yorkshire-beer-batter-183399,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/33/99/K26LgZAxQ2ymEwATOxC0_FAC%203%20final%20-%20fish%20and%20chips.jpg",4.59
815,Garlic Beef Enchiladas,https://www.food.com/recipe/garlic-beef-enchiladas-18387,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/38/7/jhnqY3f3TgOnlpSSIOUZ-Garlic-Turkey-Enchiladas---18387-3.JPG",4.47
816,Crepes,https://www.food.com/recipe/crepes-18410,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/41/0/mlUJhy1T3CFzP1eDMACA_DSC_0003.jpg",4.84
817,Ed's Chicago Cocoa Chili,https://www.food.com/recipe/eds-chicago-cocoa-chili-18414,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/41/4/picgBjd1v.jpg",4.7
818,Crock Pot Meatloaf,https://www.food.com/recipe/crock-pot-meatloaf-184426,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/44/26/NXszl6M6RxaLrtpQo1uU-128-meatloaf.jpg",4.55
819,Moroccan Chicken,https://www.food.com/recipe/moroccan-chicken-184497,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/44/97/pic8VkVyL.jpg",4.47
820,Dana's Homemade Kahlua,https://www.food.com/recipe/danas-homemade-kahlua-18458,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/45/8/COtZWZxwSpC5XpOaSCJX_Dana%27s Homemade Kahlua_0228.JPG",4.71
821,Bleu Cheese Beef Tenderloin,https://www.food.com/recipe/bleu-cheese-beef-tenderloin-18487,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/48/7/picCVF3zc.jpg",4.91
822,Weight Watchers Parmesan Chicken Cutlets,https://www.food.com/recipe/weight-watchers-parmesan-chicken-cutlets-185342,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/53/42/qh75rY6tQmGTP0ytQcuD_Parmesan-Chicken-Cutlets-2.png",4.73
823,Best Pumpkin Cookies,https://www.food.com/recipe/best-pumpkin-cookies-185445,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/54/45/667N5wAThGyEOZu4Y0Ww_pumpkincookie3%20(1%20of%201).jpg",4.68
824,French Potatoes,https://www.food.com/recipe/french-potatoes-18583,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/58/3/picTyQZpw.jpg",4.41
825,Honey Barbecue Chicken Wings,https://www.food.com/recipe/honey-barbecue-chicken-wings-185892,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/58/92/CRiGCWG6Q3qxtmrJW0CF_0S9A3485.jpg",4.6
826,Rice Pilaf with Herbs,https://www.food.com/recipe/rice-pilaf-with-herbs-18597,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/59/7/z1Q0AWU9SfmrtCht9UEq_0S9A4421.jpg",4.53
827,O'Charley's Loaded Potato Soup,https://www.food.com/recipe/ocharleys-loaded-potato-soup-18599,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/59/9/j2ldG7IwRAmKjBFo6rwo_0S9A4909.jpg",4.86
828,The Best Creole/Cajun Seasoning Mix,https://www.food.com/recipe/the-best-creole-cajun-seasoning-mix-186029,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/60/29/picW0iKO6.jpg",5.0
829,Baked Chicken Teriyaki,https://www.food.com/recipe/baked-chicken-teriyaki-186432,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/64/32/01460410768.jpeg",4.56
830,Easy Coleslaw Dressing,https://www.food.com/recipe/easy-coleslaw-dressing-186437,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/64/37/6F9DR6UcSqeh7FvGv6Mz-Cole-Slaw-3.jpg",3.67
831,Chicken Stroganoff - Crock Pot,https://www.food.com/recipe/chicken-stroganoff-crock-pot-18651,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/65/1/OMDshWgTQ4yutIk4fHS0_broccoliandchicken0069.jpg",4.32
832,Applesauce Cake,https://www.food.com/recipe/applesauce-cake-186855,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/68/55/EFaAXfi4QbqKYLwVqGa3_Screenshot_20211205-193540~3.png",4.8
833,Baked Halibut,https://www.food.com/recipe/baked-halibut-18688,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/68/8/ziEDwVNORy2KZg4Oj5W7_halibut-3.jpg",4.81
834,Zucchini Chocolate Cake,https://www.food.com/recipe/zucchini-chocolate-cake-18693,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/69/3/JjGT5VQR6plxoYCu63FA-150-zucchini-cake-warm.jpg",4.69
835,Pork Chops In Gravy,https://www.food.com/recipe/pork-chops-in-gravy-18725,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/72/5/picLymrac.jpg",4.86
836,Cheesy Garlic Pull Aparts,https://www.food.com/recipe/cheesy-garlic-pull-aparts-187260,"https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/18/72/60/picafmnEU.jpg",4.96
